text,hazard,benefit,old_text
"@Kaktuzz77 @Hussain80794884 @nytimes No, no, Russia has an atomic bomb, it is dangerousbeaming face with smiling eyes",1.0,0.3333333333333333,"@Kaktuzz77 @Hussain80794884 @nytimes No, no, Russia has an atomic bomb, it is dangerous😁"
"The Big One is approaching, and our venue has had some lovely renovations! Featuring a larger space, a pool table and a well stocked bar perfect for our event!  Make sure to sign up asap, before you miss your chance to register jack-o-lanternjack-o-lantern  https--//t.co/5vT5cBIRpv https--//t.co/a8JdiYnL5J",0.0,1.0,"The Big One is approaching, and our venue has had some lovely renovations! Featuring a larger space, a pool table and a well stocked bar perfect for our event!  Make sure to sign up asap, before you miss your chance to register 🎃🎃  https--//t.co/5vT5cBIRpv https--//t.co/a8JdiYnL5J"
"""Company debt"" I wish",0.0,0.3333333333333333,"""Company debt"" I wish"
@JIMIN_RECORD13 @BTS_twt 지민 춤신춤왕   우리지민  JIMIN JIMIN   PROUD OF YOU JIMIN  WE LOVE YOU JIMIN    The only song to bring me out of my current despair is #WithYou by #JIMIN #BTSJIMIN of #BTS   (@BTS_twt) and Sungwoon,0.0,0.3333333333333333,@JIMIN_RECORD13 @BTS_twt 지민 춤신춤왕   우리지민  JIMIN JIMIN   PROUD OF YOU JIMIN  WE LOVE YOU JIMIN    The only song to bring me out of my current despair is #WithYou by #JIMIN #BTSJIMIN of #BTS   (@BTS_twt) and Sungwoon
@RepMaryMiller More guns means more shooting. More shooting leads to more death. It's a simple fact.,0.6666666666666666,0.0,@RepMaryMiller More guns means more shooting. More shooting leads to more death. It's a simple fact.
"@Ralph_Hapschatt In hindsight, probably should have. But it would mean having a second tank set up and causing more stress by moving them more than needed.  Suppose it can't be helped but it's bloody annoying",0.6666666666666666,0.0,"@Ralph_Hapschatt In hindsight, probably should have. But it would mean having a second tank set up and causing more stress by moving them more than needed.  Suppose it can't be helped but it's bloody annoying"
"@TawkVent @TheDemocrats @BillPascrell @MikieSherrill @Malinowski @GOP @BillyPrempeh @DeGrootCongress @KeanForCongress @njdotcom @starledger @nj1015 @BillSpadea @NJGOP Did some follow up apparently the cop died of a stroke in hospital while being treated after being assaulted by the crowd. I guess we would need a panel of experts to decide if any of the abuse could lead to a stroke , but I’ll concede my wording could be a bit off.",0.75,0.0,"@TawkVent @TheDemocrats @BillPascrell @MikieSherrill @Malinowski @GOP @BillyPrempeh @DeGrootCongress @KeanForCongress @njdotcom @starledger @nj1015 @BillSpadea @NJGOP Did some follow up apparently the cop died of a stroke in hospital while being treated after being assaulted by the crowd. I guess we would need a panel of experts to decide if any of the abuse could lead to a stroke , but I’ll concede my wording could be a bit off."
"check box with checkBoys experience body dissatisfaction but often have a difficult time articulating concerns check box with checkConversations about body image have been feminized, leaving boys ashamed to ask for help check box with checkIt's important that adults normalize body image discussion among boys https--//t.co/O2ZVa9NUfV",0.25,0.5,"☑️Boys experience body dissatisfaction but often have a difficult time articulating concerns ☑️Conversations about body image have been feminized, leaving boys ashamed to ask for help ☑️It's important that adults normalize body image discussion among boys https--//t.co/O2ZVa9NUfV"
"@RachReally I don't think it is possible to continue with that level of humiliation. Was she not warned by advisers about going against orthodoxy. The damage done is enormous internationally, domestically and to ordinary people",1.0,0.25,"@RachReally I don't think it is possible to continue with that level of humiliation. Was she not warned by advisers about going against orthodoxy. The damage done is enormous internationally, domestically and to ordinary people"
"Rich countries must urgently help poor nations hit by climate crisis, says V20  https--//t.co/yYaDodv86o",0.6666666666666666,0.0,"Rich countries must urgently help poor nations hit by climate crisis, says V20  https--//t.co/yYaDodv86o"
"We should be proud of such IAS officers who are not afraid to speak the truth in front of everyone!!  We proud of Madam ""Radha Raturi"" https--//t.co/QYZ7ffvd21",0.0,1.0,"We should be proud of such IAS officers who are not afraid to speak the truth in front of everyone!!  We proud of Madam ""Radha Raturi"" https--//t.co/QYZ7ffvd21"
"@AndreaPunksmom @Dhs64dhs @RollingStone Read the autopsy report. The cause of death was a heart attack. Yes, the compression to his neck was contributing factor but so are drugs. It was fatal amount of fentanyl and a trace amount of meth. He also had covid. https--//t.co/YLE13i46Qd",0.3333333333333333,0.0,"@AndreaPunksmom @Dhs64dhs @RollingStone Read the autopsy report. The cause of death was a heart attack. Yes, the compression to his neck was contributing factor but so are drugs. It was fatal amount of fentanyl and a trace amount of meth. He also had covid. https--//t.co/YLE13i46Qd"
Reminder KTFLive-- The Consequences of Being Politically Incorrect https--//t.co/h3nfh8F5d5 https--//t.co/AFxIsUJJi2,0.0,0.0,Reminder KTFLive-- The Consequences of Being Politically Incorrect https--//t.co/h3nfh8F5d5 https--//t.co/AFxIsUJJi2
Verne Troyer Cause Of Death https--//t.co/O3B2x5wHDQ,0.6666666666666666,0.3333333333333333,Verne Troyer Cause Of Death https--//t.co/O3B2x5wHDQ
@METAPCs @Cirus_AKA_Widow had to quit streaming all together cause the pos died,0.6666666666666666,0.0,@METAPCs @Cirus_AKA_Widow had to quit streaming all together cause the pos died
@tinkertom2021 @modmothernature @Garrett_Archer @PogueMoran @noodlesfordogs @icbouldertoo We don't block; we're not afraid to be challenged.  We're also not afraid to tell accounts when they are not responding in good faith.,0.0,0.0,@tinkertom2021 @modmothernature @Garrett_Archer @PogueMoran @noodlesfordogs @icbouldertoo We don't block; we're not afraid to be challenged.  We're also not afraid to tell accounts when they are not responding in good faith.
"@RollingStone That's a bluff. Common law is that the dead can't be defamed  Maybe if Floyd had an actively producing estate (like M. Jackson's royalties) there MIGHT be a chance IF you get past West's 1A rights, but even then they'd have to prove that what he said caused damages to that estate",0.0,0.0,"@RollingStone That's a bluff. Common law is that the dead can't be defamed  Maybe if Floyd had an actively producing estate (like M. Jackson's royalties) there MIGHT be a chance IF you get past West's 1A rights, but even then they'd have to prove that what he said caused damages to that estate"
@PlayOmega @discord so cuteeeeeeeeeeeeee,0.0,0.0,@PlayOmega @discord so cuteeeeeeeeeeeeee
"""The beauty of yoga is that it addresses multiple factors that underlie heart disease,"" says yoga researcher and neuroscientist Dr. Sat Bir Singh Khalsa, assistant professor of medicine at Harvard Medical School.    https--//t.co/TrjSOaq9IZ https--//t.co/jhyam6PX7m",0.3333333333333333,1.0,"""The beauty of yoga is that it addresses multiple factors that underlie heart disease,"" says yoga researcher and neuroscientist Dr. Sat Bir Singh Khalsa, assistant professor of medicine at Harvard Medical School.    https--//t.co/TrjSOaq9IZ https--//t.co/jhyam6PX7m"
"@SteelersEric412 @YukonDenali7 @Just_Fargo @theeuntethered @lmauricecpr If Chauvin had spent those 10 minutes trying to get an ambulance instead of kneeling on his neck, he would still be a cop, even if Floyd had died of an overdose. Or he could’ve administered narcan. Or he could’ve attempted to get him to the ER.",0.0,0.6666666666666666,"@SteelersEric412 @YukonDenali7 @Just_Fargo @theeuntethered @lmauricecpr If Chauvin had spent those 10 minutes trying to get an ambulance instead of kneeling on his neck, he would still be a cop, even if Floyd had died of an overdose. Or he could’ve administered narcan. Or he could’ve attempted to get him to the ER."
We tried I just got the clear shower curtain joint and last time you dam near died https--//t.co/ss0VnxT2R5,0.3333333333333333,0.0,We tried I just got the clear shower curtain joint and last time you dam near died https--//t.co/ss0VnxT2R5
"#Russia Bombards #Ukraine With Iranian ‘Kamikaze #Drones’. Russia’s airstrikes on Ukraine apparently have entered a new phase, with heavy attacks today by Iranian-made Shahed-136 drones. https--//t.co/dzVMtpDf3I  #UkraineWar #RussiaAttack",0.6666666666666666,0.0,"#Russia Bombards #Ukraine With Iranian ‘Kamikaze #Drones’. Russia’s airstrikes on Ukraine apparently have entered a new phase, with heavy attacks today by Iranian-made Shahed-136 drones. https--//t.co/dzVMtpDf3I  #UkraineWar #RussiaAttack"
@elonmusk @kadubai11 @spideycyp_155 If Russia withdraws from Ukraine then the rest of their Army avoids destruction and there will be no war in Ukraine or with NATO. How do you not get that? Blinded by Political agenda more like.,0.3333333333333333,0.3333333333333333,@elonmusk @kadubai11 @spideycyp_155 If Russia withdraws from Ukraine then the rest of their Army avoids destruction and there will be no war in Ukraine or with NATO. How do you not get that? Blinded by Political agenda more like.
"In partnership with Matthew 25-- Ministries and Capitol Hill volunteers, yesterday we packed 1,400 product-filled relief kits for disaster-struck communities to restore a sense of normalcy to those in crisis. As part of our annual Delivering... #PGemployee https--//t.co/lt4R2Bo1d2",0.3333333333333333,0.3333333333333333,"In partnership with Matthew 25-- Ministries and Capitol Hill volunteers, yesterday we packed 1,400 product-filled relief kits for disaster-struck communities to restore a sense of normalcy to those in crisis. As part of our annual Delivering... #PGemployee https--//t.co/lt4R2Bo1d2"
ASUU strike-- Lecturers have to deal with the consequences of maintaining pupils in the house – – Ishaku https--//t.co/ATjDr8bpa2,0.6666666666666666,0.3333333333333333,ASUU strike-- Lecturers have to deal with the consequences of maintaining pupils in the house – – Ishaku https--//t.co/ATjDr8bpa2
"and i’m used to it because even people in my extended family feel that way. they come to me for info about everyone instead of visiting, as if they’re afraid to “catch the poor” it’s really fucking disgusting and I hate it. beaming face with smiling eyes",0.6666666666666666,0.0,"and i’m used to it because even people in my extended family feel that way. they come to me for info about everyone instead of visiting, as if they’re afraid to “catch the poor” it’s really fucking disgusting and I hate it. 😁"
@tweetberry4 @syubjim Yoongi took the narrow and difficult path,0.3333333333333333,0.3333333333333333,@tweetberry4 @syubjim Yoongi took the narrow and difficult path
"“I am deeply concerned that the war in Tigray continues to escalate dangerously, deepening the humanitarian crisis in Tigray” @RepGregoryMeeks said.  #TigrayUnderAttack  #StopWarOnTigray @HouseForeig @Ni",0.0,0.0,"“I am deeply concerned that the war in Tigray continues to escalate dangerously, deepening the humanitarian crisis in Tigray” @RepGregoryMeeks said.  #TigrayUnderAttack  #StopWarOnTigray @HouseForeig @Ni"
"@hmrpoet @bvtucci @mwphnh @ByronYork ... for him is a devoted fan.  It just isn't so.  Not even close.  The biggest mistake Republicans can make is to think they're running against the catastrophe known as Biden, and to prepare that way.  If they don't pick a candidate who can beat people like Manchin, ...",0.3333333333333333,0.0,"@hmrpoet @bvtucci @mwphnh @ByronYork ... for him is a devoted fan.  It just isn't so.  Not even close.  The biggest mistake Republicans can make is to think they're running against the catastrophe known as Biden, and to prepare that way.  If they don't pick a candidate who can beat people like Manchin, ..."
"@RighteousFruity @HoshizoraOW No, just stop throwing your damage orb during team fights you fucking idiot.",0.25,0.0,"@RighteousFruity @HoshizoraOW No, just stop throwing your damage orb during team fights you fucking idiot."
"@SoozleMcDoozle Thinking of all of you, wishing you comfort and support in this difficult moment.",0.25,0.75,"@SoozleMcDoozle Thinking of all of you, wishing you comfort and support in this difficult moment."
@robcarlson20 @KerryOLeary4 @nicher66 @CalvinE43701301 @ThereseOSulliv2 @Pepevineyard @gopisdirty @bombaybadboy @Aimhighffw @TreatHunterDog @TrumpsGuiIty @JackWhoElse @Saggit95 @LadyOfTheOcean1 @InRainbows182 @kennethGalla2 @Michel757188561 @scary_brock @fallingtree1745 @AnnoyedTaurus @gmarshall1965 @SpacesVector @LivesSawyer @antiLibmob @TheAngryPundit @dorthy_fromoz @Gigi69030829 @yvonnecar20 @FrankPLP2022 @SandraGray9 @fireball_lady @ernestleenot @T_WJackson @NoBulls55224206 @MarcGriff89 @ProGunOne1776 @S51781902 @ambassadorgems @pamg8tr @ChrissyCushman @MarvinRJeffcoat @TroyQui55914716 @LettuceLollie @GigiGreene63 @David45189771 @AmericanSuzieQ @Synyster63 @Jeanelynn BIDENS “ Border Chief” keeps falling asleep during talks about the Border invasión. Because he knows Biden HARRIS don’t care. https--//t.co/AruQXl2Ukj,0.3333333333333333,0.0,@robcarlson20 @KerryOLeary4 @nicher66 @CalvinE43701301 @ThereseOSulliv2 @Pepevineyard @gopisdirty @bombaybadboy @Aimhighffw @TreatHunterDog @TrumpsGuiIty @JackWhoElse @Saggit95 @LadyOfTheOcean1 @InRainbows182 @kennethGalla2 @Michel757188561 @scary_brock @fallingtree1745 @AnnoyedTaurus @gmarshall1965 @SpacesVector @LivesSawyer @antiLibmob @TheAngryPundit @dorthy_fromoz @Gigi69030829 @yvonnecar20 @FrankPLP2022 @SandraGray9 @fireball_lady @ernestleenot @T_WJackson @NoBulls55224206 @MarcGriff89 @ProGunOne1776 @S51781902 @ambassadorgems @pamg8tr @ChrissyCushman @MarvinRJeffcoat @TroyQui55914716 @LettuceLollie @GigiGreene63 @David45189771 @AmericanSuzieQ @Synyster63 @Jeanelynn BIDENS “ Border Chief” keeps falling asleep during talks about the Border invasión. Because he knows Biden HARRIS don’t care. https--//t.co/AruQXl2Ukj
This world full of so many followers…Durk said “welcome to death row” now everybody in death row contracts w somebody …yal some lame ass unoriginal ass group of humans lmao,0.3333333333333333,0.3333333333333333,This world full of so many followers…Durk said “welcome to death row” now everybody in death row contracts w somebody …yal some lame ass unoriginal ass group of humans lmao
This dangerous attack on our democracy must not stand. https--//t.co/Z7OcaDJYnp,0.6666666666666666,0.0,This dangerous attack on our democracy must not stand. https--//t.co/Z7OcaDJYnp
@flipkartsupport 124 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam,0.0,0.0,@flipkartsupport 124 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam
"@elonmusk @kadubai11 @spideycyp_155 This worlds runs on greed. You know this. Putin nor any of his oligarchs want to lose their lives and their everything, over land they stole. There will be no nuclear war, bc that's a death sentence to all their lifestyles, their life.",0.6666666666666666,0.0,"@elonmusk @kadubai11 @spideycyp_155 This worlds runs on greed. You know this. Putin nor any of his oligarchs want to lose their lives and their everything, over land they stole. There will be no nuclear war, bc that's a death sentence to all their lifestyles, their life."
@bujeeboo Johnson's collapse will disproportionately help Kotek.,0.0,0.0,@bujeeboo Johnson's collapse will disproportionately help Kotek.
@BiryomumaishoB To some people the ebola chaos is about the money! God save us this curse of a disease,0.6666666666666666,0.0,@BiryomumaishoB To some people the ebola chaos is about the money! God save us this curse of a disease
#XenoAki N trying to destroy Noah ideal. Why does this make me thinks to fate so much ??? The parallel to Emiya is so strong,0.0,0.0,#XenoAki N trying to destroy Noah ideal. Why does this make me thinks to fate so much ??? The parallel to Emiya is so strong
Most of the shadows of life are caused by standing in our own sunshine.  #衡水 #韶关 #黄石 #推特账号   xWnTvPsJ   https--//t.co/I8jCsD7mHT,0.0,0.5,Most of the shadows of life are caused by standing in our own sunshine.  #衡水 #韶关 #黄石 #推特账号   xWnTvPsJ   https--//t.co/I8jCsD7mHT
it had obloquies of Ricks in every https--//t.co/kSqKyDxItw reading it over I harvested the intelligence that said alleged Ricks #包养  #包养应聘,0.0,0.0,it had obloquies of Ricks in every https--//t.co/kSqKyDxItw reading it over I harvested the intelligence that said alleged Ricks #包养  #包养应聘
"If it wasn’t for my anxiety, I’d be trying to link up with everyone but yeah…",0.5,0.25,"If it wasn’t for my anxiety, I’d be trying to link up with everyone but yeah…"
"@chirilucky2 @againstgrmrs If kids do not go through with any “gender affirming care”, a massive percentage of them grow out of their gender dysphoria. Once they’ve committed to it and gone through with irreversible treatment, “detransitioning” wouldn’t really fix the damage they’ve done.",1.0,0.0,"@chirilucky2 @againstgrmrs If kids do not go through with any “gender affirming care”, a massive percentage of them grow out of their gender dysphoria. Once they’ve committed to it and gone through with irreversible treatment, “detransitioning” wouldn’t really fix the damage they’ve done."
"@comicbookaholic @Kaleigh1103 @Abdulshiekh619 No, athena did nothing to him. Every time he beat death he clawed himself out of hades on his own",0.3333333333333333,0.3333333333333333,"@comicbookaholic @Kaleigh1103 @Abdulshiekh619 No, athena did nothing to him. Every time he beat death he clawed himself out of hades on his own"
@MrAlgolagnist @LouMill90 @WIAW18 So weird that they think it’s saying no we have a problem with lmao. We have a problem with concerted attacks on gay and trans rights. We are saying no to them and they don’t like that one but.,0.3333333333333333,0.3333333333333333,@MrAlgolagnist @LouMill90 @WIAW18 So weird that they think it’s saying no we have a problem with lmao. We have a problem with concerted attacks on gay and trans rights. We are saying no to them and they don’t like that one but.
@atulharia @au_tom_otive No real harm is caused? https--//t.co/ypoyQXOLQl,0.3333333333333333,0.0,@atulharia @au_tom_otive No real harm is caused? https--//t.co/ypoyQXOLQl
@thehill @TheHillOpinion The Hill-- Actively amplifying chaos agents and undermining Democracy.  The press is complicit in their ineptitude.,0.6666666666666666,0.0,@thehill @TheHillOpinion The Hill-- Actively amplifying chaos agents and undermining Democracy.  The press is complicit in their ineptitude.
"In May, @TheEndoSociety launched the Oncoendocrinology Special Interest Group that will focus on #endocrine and metabolic consequences of non-endocrine cancers and their treatments. Read all about it and find out how you can join! https--//t.co/eXovFnZ5r3 https--//t.co/zGH3pAwfoV",0.25,1.0,"In May, @TheEndoSociety launched the Oncoendocrinology Special Interest Group that will focus on #endocrine and metabolic consequences of non-endocrine cancers and their treatments. Read all about it and find out how you can join! https--//t.co/eXovFnZ5r3 https--//t.co/zGH3pAwfoV"
"A guy on Bumble told me that he's ""currently working on 6 novels"" like he's Stephen King...sir, please let me know when you finish one of these alleged novels",0.0,0.0,"A guy on Bumble told me that he's ""currently working on 6 novels"" like he's Stephen King...sir, please let me know when you finish one of these alleged novels"
Calls are raining in groupbullseye  Dont miss out this cyclecheck mark  We going to moonrocket right arrow https--//t.co/tEdSGx4WTu Grab your entriesmoney with wings  $OMG $UNI $UMA $POLC $TLM $COTI $SKL $KEEP https--//t.co/3EwLYeD6gs,0.3333333333333333,0.6666666666666666,Calls are raining in group🎯  Dont miss out this cycle✔️  We going to moon🚀 ➡ https--//t.co/tEdSGx4WTu Grab your entries💸  $OMG $UNI $UMA $POLC $TLM $COTI $SKL $KEEP https--//t.co/3EwLYeD6gs
"So at the very least, just don't do what I did.""  Except he didn't want to talk about what he did. It was too shameful. It still is too shameful. Which meant if he was going to make anything easier for both Reggie and Newt in any capacity, it was something he'd have to confront.",0.3333333333333333,0.0,"So at the very least, just don't do what I did.""  Except he didn't want to talk about what he did. It was too shameful. It still is too shameful. Which meant if he was going to make anything easier for both Reggie and Newt in any capacity, it was something he'd have to confront."
"@beyond4now @DarrinZiliak @HarrisonKrank @JohnFetterman From Dr. Oz making a claim and someone following that claim. But here is just one example of a known death from homeopathy. https--//t.co/1YlAUye3ZD And nope. Not making shit up. Following the science bud. But typical gQp, not listening to science, experts, facts, etc.",0.6666666666666666,0.0,"@beyond4now @DarrinZiliak @HarrisonKrank @JohnFetterman From Dr. Oz making a claim and someone following that claim. But here is just one example of a known death from homeopathy. https--//t.co/1YlAUye3ZD And nope. Not making shit up. Following the science bud. But typical gQp, not listening to science, experts, facts, etc."
imagine if the music video dropped rn admist all this chaos,0.25,0.0,imagine if the music video dropped rn admist all this chaos
@YomiObsessions @novaloquendo @kotobukicop @rylier00 I’m a starving child starving to death this is the last thing I will see Goodbye,1.0,0.0,@YomiObsessions @novaloquendo @kotobukicop @rylier00 I’m a starving child starving to death this is the last thing I will see Goodbye
"@MairiJCam @AdamRamsay The warning at the beginning of the piece nearly scared me off. There's a war in Ukraine right now, but what I really find disturbing is discussing ... transphobia...the worst thing on the planet.",0.75,0.0,"@MairiJCam @AdamRamsay The warning at the beginning of the piece nearly scared me off. There's a war in Ukraine right now, but what I really find disturbing is discussing ... transphobia...the worst thing on the planet."
"@PriceAmelion @MailOnline Damaging to the perspective that only one position is right. You got double corruption, friend, a double issue. And you wanna inflate the smaller of the two because you're Team DT. I get it, it's fine. This isn't whataboutism, this is whataboutboth.",0.3333333333333333,0.0,"@PriceAmelion @MailOnline Damaging to the perspective that only one position is right. You got double corruption, friend, a double issue. And you wanna inflate the smaller of the two because you're Team DT. I get it, it's fine. This isn't whataboutism, this is whataboutboth."
"A world war is a great power conflict over territory which overturns the existing international order and where other states find themselves on different sides of the conflict. It involves economic warfare, information warfare, as well as kinetic war.  We’re in the same situation https--//t.co/h502gV4a82",1.0,0.3333333333333333,"A world war is a great power conflict over territory which overturns the existing international order and where other states find themselves on different sides of the conflict. It involves economic warfare, information warfare, as well as kinetic war.  We’re in the same situation https--//t.co/h502gV4a82"
$slp  is set and ready for a run up..~ https--//t.co/awTrtCeCLM,0.25,0.5,$slp  is set and ready for a run up..~ https--//t.co/awTrtCeCLM
"@NukaSimmer I find it very disturbing in general. They have actual fans and people that are attracted to them, even knowing all of the terrible things that they have done. How can anybody idolize somebody like that?",0.3333333333333333,0.6666666666666666,"@NukaSimmer I find it very disturbing in general. They have actual fans and people that are attracted to them, even knowing all of the terrible things that they have done. How can anybody idolize somebody like that?"
This is after a series of shootings and robberies outside the children's hospital and nearby Allina clinic this summer. Hospital is recommending escorts to parking ramps. My brother pulled his kid out of heart treatment bc of this. It's very dangerous to be a kid in Minneapolis. https--//t.co/VyYPtkh7Tg,0.6666666666666666,0.3333333333333333,This is after a series of shootings and robberies outside the children's hospital and nearby Allina clinic this summer. Hospital is recommending escorts to parking ramps. My brother pulled his kid out of heart treatment bc of this. It's very dangerous to be a kid in Minneapolis. https--//t.co/VyYPtkh7Tg
@PowerUSAID Your concern will not save the Tigray civilians we need action  Stop this war crimes  #StopbombingTigrayCivilians #TigrayGenocide,1.0,0.3333333333333333,@PowerUSAID Your concern will not save the Tigray civilians we need action  Stop this war crimes  #StopbombingTigrayCivilians #TigrayGenocide
@DrHaroldNews @motherredcaps Who apologised to India after 7 to  8 million Bengalis died of starvation after their grain was taken off them . Ye don't teach that in your school curriculum do ye. The sun no longer shines on the British empire. Ye carried out so many attrocities and yet never apologized,0.3333333333333333,0.0,@DrHaroldNews @motherredcaps Who apologised to India after 7 to  8 million Bengalis died of starvation after their grain was taken off them . Ye don't teach that in your school curriculum do ye. The sun no longer shines on the British empire. Ye carried out so many attrocities and yet never apologized
"@hoski67 @SteveSayersOne Having waded through previous papers ,which were clearly works of Fantasy designed to pull the wool over the eyes of people who have NO knowledge of finance this is more of the same but DUMBED DOWN to avoid the nasty ( ie reality ) bits . I go with the synopsis  UTTER PISH",0.3333333333333333,0.0,"@hoski67 @SteveSayersOne Having waded through previous papers ,which were clearly works of Fantasy designed to pull the wool over the eyes of people who have NO knowledge of finance this is more of the same but DUMBED DOWN to avoid the nasty ( ie reality ) bits . I go with the synopsis  UTTER PISH"
"Russian warplane crashes into Sea of Azov city, killing 2 https--//t.co/J69LuU59E4",0.6666666666666666,0.0,"Russian warplane crashes into Sea of Azov city, killing 2 https--//t.co/J69LuU59E4"
"(To Bickslow) ""No matter the circumstances, hurting my owner, Lucy... Is something I cannot forgive.",0.3333333333333333,0.0,"(To Bickslow) ""No matter the circumstances, hurting my owner, Lucy... Is something I cannot forgive."
atomic kitten carrying my mental health this semester i’m afraid… https--//t.co/g0b18JCAWO,0.0,0.3333333333333333,atomic kitten carrying my mental health this semester i’m afraid… https--//t.co/g0b18JCAWO
"@yadovlack @pomkenpie @PileofAir @DeltaBean_Green It's not that people need death it's that when an author communicates that death is important, people will believe the author. Tabata did that, quite a lot.",0.6666666666666666,0.3333333333333333,"@yadovlack @pomkenpie @PileofAir @DeltaBean_Green It's not that people need death it's that when an author communicates that death is important, people will believe the author. Tabata did that, quite a lot."
@mikejason73 Cut them off. Iran needs a diversionary war just about now. I will wait for this Prince's martyrdom video as he attacks the Shia in the East.,1.0,0.0,@mikejason73 Cut them off. Iran needs a diversionary war just about now. I will wait for this Prince's martyrdom video as he attacks the Shia in the East.
#Kyiv is shelled by drones again. #Russia understood #UkrainianArmy destroyed almost all drones during the day so they decided to attack at night.  #UkraineWar #UkraineRussianWar #UkraineCrisis #Russie #RussianArmy #Trending,1.0,0.0,#Kyiv is shelled by drones again. #Russia understood #UkrainianArmy destroyed almost all drones during the day so they decided to attack at night.  #UkraineWar #UkraineRussianWar #UkraineCrisis #Russie #RussianArmy #Trending
"Since black luster recordings is a Semitic favoring publication, I don’t allow the anti semitic to speculate about the label, it’s a win for the label since many have turn to demonology to respond out of anger for not allowing speculation. The popular demonology pick is baphomet.",0.0,0.3333333333333333,"Since black luster recordings is a Semitic favoring publication, I don’t allow the anti semitic to speculate about the label, it’s a win for the label since many have turn to demonology to respond out of anger for not allowing speculation. The popular demonology pick is baphomet."
"@Sunalei2 @operator55_11 Fully agree. They're pre-punishing 99% of responsible users because accidents might happen. And they still happen, according to their news, they're skyrocketing. Not to mention that when there's no legal option, black market will provide, and they don't give a shit about caps",0.6666666666666666,0.0,"@Sunalei2 @operator55_11 Fully agree. They're pre-punishing 99% of responsible users because accidents might happen. And they still happen, according to their news, they're skyrocketing. Not to mention that when there's no legal option, black market will provide, and they don't give a shit about caps"
